business_id,years
-eBNBPNS01mupvyi8oAtxw,1516
-Enu_Cc8lJ-yVcRvatf0hw,1415
-Enu_Cc8lJ-yVcRvatf0hw,1516
-eocJ0ugt1rEDZj160Xhrg,1516
-Ewxv_Wc1uQzJQQBeQJWyA,1415
-Ewxv_Wc1uQzJQQBeQJWyA,1516
-EX863eYHS-cutthfYhG7A,1011
-EX863eYHS-cutthfYhG7A,1112
-EX863eYHS-cutthfYhG7A,1213
-EX863eYHS-cutthfYhG7A,1314
-EX863eYHS-cutthfYhG7A,1415
-EX863eYHS-cutthfYhG7A,1516
-FcuxZqsQ0FO35GEXExwjw,0910
-FcuxZqsQ0FO35GEXExwjw,1011
-FcuxZqsQ0FO35GEXExwjw,1112
-FcuxZqsQ0FO35GEXExwjw,1213
-FcuxZqsQ0FO35GEXExwjw,1314
-FcuxZqsQ0FO35GEXExwjw,1415
-FcuxZqsQ0FO35GEXExwjw,1516
-Fk0ZMqBt36yTvICYk23dA,1213
-FQxVolVw4H0hzMOA0PBcg,1415
-fTO9qRo70bblJmbNxOnag,1314
-fTO9qRo70bblJmbNxOnag,1415
-fTO9qRo70bblJmbNxOnag,1516
-gP02HuP8GyZHa4R3omLAg,0809
-grmiQvkNULzaJozLpWdLQ,0910
-grmiQvkNULzaJozLpWdLQ,1415
-grmiQvkNULzaJozLpWdLQ,1516
-h6bRTwHPOMi_JHE-8sBpg,1415
-HeqTxBMPTi3A7QuU5PvgQ,0809
-HeqTxBMPTi3A7QuU5PvgQ,0910
-HeqTxBMPTi3A7QuU5PvgQ,1011
-HeqTxBMPTi3A7QuU5PvgQ,1112
-HeqTxBMPTi3A7QuU5PvgQ,1213
-HeqTxBMPTi3A7QuU5PvgQ,1314
-HeqTxBMPTi3A7QuU5PvgQ,1415
-HeqTxBMPTi3A7QuU5PvgQ,1516
-HgbBv9Yjqv735F9fwCZNg,0809
-HgbBv9Yjqv735F9fwCZNg,0910
-HgbBv9Yjqv735F9fwCZNg,1011
-HgbBv9Yjqv735F9fwCZNg,1112
-HgbBv9Yjqv735F9fwCZNg,1213
-HgbBv9Yjqv735F9fwCZNg,1314
-HgbBv9Yjqv735F9fwCZNg,1415
-HgbBv9Yjqv735F9fwCZNg,1516
-HLGtKB3XtyawZAuvNoQjQ,1213
-HLGtKB3XtyawZAuvNoQjQ,1314
-HLGtKB3XtyawZAuvNoQjQ,1415
-HLGtKB3XtyawZAuvNoQjQ,1516
-HLGtKB3XtyawZAuvNoQjQ,1617
-httBl6DSZiUtDX4SQWtag,0708
-httBl6DSZiUtDX4SQWtag,0809
-httBl6DSZiUtDX4SQWtag,0910
-httBl6DSZiUtDX4SQWtag,1011
-httBl6DSZiUtDX4SQWtag,1112
-httBl6DSZiUtDX4SQWtag,1213
-httBl6DSZiUtDX4SQWtag,1314
-httBl6DSZiUtDX4SQWtag,1415
-httBl6DSZiUtDX4SQWtag,1516
-httBl6DSZiUtDX4SQWtag,1617
-HUDkwoo63yxMW9JzcSymw,1516
-i3pCgQi_Y9NiSSWs6G7bw,1213
-i3pCgQi_Y9NiSSWs6G7bw,1314
-i3pCgQi_Y9NiSSWs6G7bw,1415
-i3pCgQi_Y9NiSSWs6G7bw,1516
-IFq5ULEK4Fl8ZzrArtB5g,1011
-igpUhnA1b5iUK6rfAtuPw,0809
-igpUhnA1b5iUK6rfAtuPw,0910
-igpUhnA1b5iUK6rfAtuPw,1011
-igpUhnA1b5iUK6rfAtuPw,1112
-igpUhnA1b5iUK6rfAtuPw,1213
-igpUhnA1b5iUK6rfAtuPw,1314
-igpUhnA1b5iUK6rfAtuPw,1415
-igpUhnA1b5iUK6rfAtuPw,1516
-igpUhnA1b5iUK6rfAtuPw,1617
-InU2nAbC9AuS-Um2Cowgw,1011
-InU2nAbC9AuS-Um2Cowgw,1112
-InU2nAbC9AuS-Um2Cowgw,1213
-InU2nAbC9AuS-Um2Cowgw,1314
-InU2nAbC9AuS-Um2Cowgw,1415
-InU2nAbC9AuS-Um2Cowgw,1516
-InU2nAbC9AuS-Um2Cowgw,1617
-Is6Ney1wmsJAjvDdkaaaQ,1516
-j0CbYvlwuJ3Tfx__X38gA,0910
-j0CbYvlwuJ3Tfx__X38gA,1011
-j0CbYvlwuJ3Tfx__X38gA,1112
-j0CbYvlwuJ3Tfx__X38gA,1213
-j0CbYvlwuJ3Tfx__X38gA,1314
-j0CbYvlwuJ3Tfx__X38gA,1415
-j0CbYvlwuJ3Tfx__X38gA,1516
-j0CbYvlwuJ3Tfx__X38gA,1617
-J5wUuLJdr0s28InPxGkmw,1213
-J5wUuLJdr0s28InPxGkmw,1314
-J5wUuLJdr0s28InPxGkmw,1415
-JjKeyuY8h2gbV1FcpiYcQ,1617
-Js0NjBhIXdH343IDLeKpA,1314
-Js0NjBhIXdH343IDLeKpA,1415
-Js0NjBhIXdH343IDLeKpA,1516
-k80VNg0yqYQakKZILwViQ,1213
-k80VNg0yqYQakKZILwViQ,1314
-kmPZ1i8fJBCAlVcTWqAeA,1314
-kmPZ1i8fJBCAlVcTWqAeA,1415
-kmPZ1i8fJBCAlVcTWqAeA,1516
-Kw6QNbBBgextJZlhtIq9w,1112
-lAfsIiN4PhsdVsINO34og,1213
-LEEZE91iSsjKHVlM47X_Q,1011
-LEEZE91iSsjKHVlM47X_Q,1112
-Lovf0jkQtvb6Y_WjDn-sw,0910
-Lovf0jkQtvb6Y_WjDn-sw,1011
-Lovf0jkQtvb6Y_WjDn-sw,1112
-Lovf0jkQtvb6Y_WjDn-sw,1213
-Lovf0jkQtvb6Y_WjDn-sw,1314
-Lovf0jkQtvb6Y_WjDn-sw,1617
-M1rgYnaoGC82VEta1gdsg,1516
-m7JftwsfLiIROflTCDmrg,1314
-ME7F1xPHdtyje-SzQPnkw,1516
-Mg-Ck6HITsRVPSUAa829A,1516
-N94ldMGlQw_SHdfm2pi_A,1213
-O7uy8mcz1UEO-D604dRPw,1112
-O7uy8mcz1UEO-D604dRPw,1213
-O7uy8mcz1UEO-D604dRPw,1314
-O7uy8mcz1UEO-D604dRPw,1415
-O7uy8mcz1UEO-D604dRPw,1516
-OHi0FOlVjVkdOhJQdTNOA,1516
-ORqiS4L-8pq3dLsUazXTg,1516
-pbkaU-VWavU9VdyWYkugQ,1415
-PzDKdcvpGVrFlmTJ942Ew,1314
-PzDKdcvpGVrFlmTJ942Ew,1415
-PzDKdcvpGVrFlmTJ942Ew,1516
-Q_Ax7QZ1wCbzyyX-3HOpQ,1011
-Q_Ax7QZ1wCbzyyX-3HOpQ,1112
-Q_Ax7QZ1wCbzyyX-3HOpQ,1213
-Q_Ax7QZ1wCbzyyX-3HOpQ,1314
-Q_Ax7QZ1wCbzyyX-3HOpQ,1415
-Q_Ax7QZ1wCbzyyX-3HOpQ,1516
-QHKjrlSlhpIwGoppdiViA,1617
-qNJadaRVEkzKsVEDcqygA,1314
-qNJadaRVEkzKsVEDcqygA,1415
-R2kwt0qMnzwEdAfXPvkXg,0708
-R2kwt0qMnzwEdAfXPvkXg,0809
-R2kwt0qMnzwEdAfXPvkXg,0910
-R2kwt0qMnzwEdAfXPvkXg,1011
-R2kwt0qMnzwEdAfXPvkXg,1112
-R2kwt0qMnzwEdAfXPvkXg,1213
-R2kwt0qMnzwEdAfXPvkXg,1314
-R2kwt0qMnzwEdAfXPvkXg,1415
-R2kwt0qMnzwEdAfXPvkXg,1516
-R2kwt0qMnzwEdAfXPvkXg,1617
-S_Ln95liXJAccWi7ItUGw,1314
-s73VTMP33ld4P0TzvdVwg,1314
-s73VTMP33ld4P0TzvdVwg,1415
-s73VTMP33ld4P0TzvdVwg,1516
-sCaUNqEfFOYwtu8WCw5Wg,1314
-sCaUNqEfFOYwtu8WCw5Wg,1415
-sCaUNqEfFOYwtu8WCw5Wg,1516
-sCaUNqEfFOYwtu8WCw5Wg,1617
-SChP5zffbKeXWsJ6Rz5ig,1617
-Seesl064xCp_FRlG35dbQ,0809
-SMjeU5b8GGwOD9m7chVjA,1516
-SUammmS2p6c5GuuGA-kmw,1011
-SUammmS2p6c5GuuGA-kmw,1112
-SUammmS2p6c5GuuGA-kmw,1213
-SUammmS2p6c5GuuGA-kmw,1314
-SUammmS2p6c5GuuGA-kmw,1415
-SUammmS2p6c5GuuGA-kmw,1516
-SYMuJ9jfIMkXUMYl_RFfw,1415
-SYMuJ9jfIMkXUMYl_RFfw,1516
-U-iY-Ien0aRa3NZ1rnLxA,1516
-U-iY-Ien0aRa3NZ1rnLxA,1617
-UjCvAsvBOr19y8lqPueiQ,1112
-UjCvAsvBOr19y8lqPueiQ,1213
-UjCvAsvBOr19y8lqPueiQ,1314
-UjCvAsvBOr19y8lqPueiQ,1415
-UjCvAsvBOr19y8lqPueiQ,1516
-uPtUCKK2sctjV8JcCM2rQ,1112
-uPtUCKK2sctjV8JcCM2rQ,1213
-uPtUCKK2sctjV8JcCM2rQ,1516
-WCGJuDoq4yAm58DQpl14Q,1112
-WCGJuDoq4yAm58DQpl14Q,1213
-WCGJuDoq4yAm58DQpl14Q,1314
-WCGJuDoq4yAm58DQpl14Q,1415
-Wdp5xVPqhbFxWZDVmqRNw,1516
-Wdp5xVPqhbFxWZDVmqRNw,1617
-wn8LcDQGOuMzU4RAC4VxQ,1011
-wn8LcDQGOuMzU4RAC4VxQ,1314
-WVF5DKZeEWlMK8Cucto-A,1112
-WVF5DKZeEWlMK8Cucto-A,1213
-WVF5DKZeEWlMK8Cucto-A,1314
-WVF5DKZeEWlMK8Cucto-A,1415
-WVF5DKZeEWlMK8Cucto-A,1516
-WVF5DKZeEWlMK8Cucto-A,1617
-wXyBph4d0IQlQrS8H1rDw,1516
-wXyBph4d0IQlQrS8H1rDw,1617
-x2NjuDTiphKwCixSrv_SQ,1314
-x2NjuDTiphKwCixSrv_SQ,1415
-x2NjuDTiphKwCixSrv_SQ,1516
-x2NjuDTiphKwCixSrv_SQ,1617
-xadaG_pL-vuBes8IwyB0g,1112
-xadaG_pL-vuBes8IwyB0g,1213
-xO6uM7qSclHSnXLTVRneQ,1314
-xO6uM7qSclHSnXLTVRneQ,1415
-y8ISN5r7YiRZp7n7OHKTA,0910
-y8ISN5r7YiRZp7n7OHKTA,1314
-y8ISN5r7YiRZp7n7OHKTA,1415
-y8ISN5r7YiRZp7n7OHKTA,1516
-ySaJC9irFPbJvEVPMe0sw,1415
-ySaJC9irFPbJvEVPMe0sw,1516
-yuNBcDIoOzCcS4GWU_o1A,1516
-Z_sMuGKlCiEYtrEctLTMQ,1617
-Z83meSvAH4vJ6dfO8hjUw,1314
-Z83meSvAH4vJ6dfO8hjUw,1415
-Z83meSvAH4vJ6dfO8hjUw,1516
-ZaQKvtRGQA-4FoUE_1s4w,1415
-ZaQKvtRGQA-4FoUE_1s4w,1516
-ZIoqyOq4SSVzK8uQ8hXkw,1516
-zu_7iWh5CnV9kEQyCDAQQ,1011
-zu_7iWh5CnV9kEQyCDAQQ,1112
-zu_7iWh5CnV9kEQyCDAQQ,1213
-zu_7iWh5CnV9kEQyCDAQQ,1314
-zu_7iWh5CnV9kEQyCDAQQ,1415
-zvdIbQK0RAf6GDNcIrqCA,1415
-zvdIbQK0RAf6GDNcIrqCA,1516
_-UlYElZuCxrRvr7A6l4JQ,1415
_-UlYElZuCxrRvr7A6l4JQ,1516
_-W_hRQRDEqVdO1WKGa-DQ,0809
_-W_hRQRDEqVdO1WKGa-DQ,0910
_-W_hRQRDEqVdO1WKGa-DQ,1011
_-W_hRQRDEqVdO1WKGa-DQ,1112
_-W_hRQRDEqVdO1WKGa-DQ,1213
_-W_hRQRDEqVdO1WKGa-DQ,1314
_-W_hRQRDEqVdO1WKGa-DQ,1415
_-W_hRQRDEqVdO1WKGa-DQ,1516
_-W_hRQRDEqVdO1WKGa-DQ,1617
_-Z2zPiuhw3V2RixPZ89Cw,1213
_-Z2zPiuhw3V2RixPZ89Cw,1314
__vt2Q4l5gHEGaElUpTpLQ,1415
_0MoUpOMS4W778KnLehCsA,1415
_0MoUpOMS4W778KnLehCsA,1516
_0W9-Gkjkcct8vcStBU7iQ,1516
_2mgtMKIvCMk8qFXNG4izA,1314
_2mgtMKIvCMk8qFXNG4izA,1415
_3VsxF6Nv0b0c9JvRNSHVg,1213
_4l36Tgbmoroh3udeXU-JA,1112
_4Oe9V-qTpU5iemM9bphlA,1314
_4Oe9V-qTpU5iemM9bphlA,1415
_4Oe9V-qTpU5iemM9bphlA,1516
_5lnRJf1H1Fiq522kvyc7g,1011
_5NnxC_FwRYPqHedyLwPBA,1112
_5yHs0ks2hfpThTHO0mGOw,1516
_6C-yZCmIyOmPESJbwyaSQ,1516
_7nELtYw3n2DzMN8252lhQ,1314
_7nELtYw3n2DzMN8252lhQ,1415
_7nELtYw3n2DzMN8252lhQ,1516
_82041xhXs6-_WWT82BA8Q,1415
_82041xhXs6-_WWT82BA8Q,1516
_8DbtlDsEWDtZCdM8dpTIg,1314
_8DbtlDsEWDtZCdM8dpTIg,1415
_8gb0Osj9CdDbKrxvUAytw,1415
_8gb0Osj9CdDbKrxvUAytw,1516
_8Hf6ELEXmh60twBSqNL-g,0809
_8Hf6ELEXmh60twBSqNL-g,1112
_8Hf6ELEXmh60twBSqNL-g,1213
_90zPZXAohZpRLGOx4ExrQ,1112
_90zPZXAohZpRLGOx4ExrQ,1213
_90zPZXAohZpRLGOx4ExrQ,1314
_90zPZXAohZpRLGOx4ExrQ,1415
_90zPZXAohZpRLGOx4ExrQ,1516
_9DqfW3Nv8Brb-1fz5XyOQ,1314
_9DqfW3Nv8Brb-1fz5XyOQ,1415
_9Fp8T6mPHUO1AhLhbAoXQ,1314
_9Fp8T6mPHUO1AhLhbAoXQ,1415
_9Fp8T6mPHUO1AhLhbAoXQ,1516
_AAzQeNJ4E2HIxM50qdwBA,1415
_AAzQeNJ4E2HIxM50qdwBA,1516
_aCI9ykQ-PDBcHmBa_QxIw,1213
_aCI9ykQ-PDBcHmBa_QxIw,1314
_aCI9ykQ-PDBcHmBa_QxIw,1415
_aCI9ykQ-PDBcHmBa_QxIw,1516
_adbswq_0E8MoJ9eoVf6vw,1011
_adbswq_0E8MoJ9eoVf6vw,1112
_adbswq_0E8MoJ9eoVf6vw,1213
_adbswq_0E8MoJ9eoVf6vw,1314
_adbswq_0E8MoJ9eoVf6vw,1415
_adbswq_0E8MoJ9eoVf6vw,1516
_Ahg3MfDXfKrh36NUadNbA,0809
_Ahg3MfDXfKrh36NUadNbA,0910
_Ahg3MfDXfKrh36NUadNbA,1011
_Ahg3MfDXfKrh36NUadNbA,1112
_Ahg3MfDXfKrh36NUadNbA,1213
_Ahg3MfDXfKrh36NUadNbA,1314
_Ahg3MfDXfKrh36NUadNbA,1415
_AKdBFzkl7GY-daxUCCbVA,1011
_AKdBFzkl7GY-daxUCCbVA,1112
_AKdBFzkl7GY-daxUCCbVA,1213
_AKdBFzkl7GY-daxUCCbVA,1314
_AKdBFzkl7GY-daxUCCbVA,1415
_AKdBFzkl7GY-daxUCCbVA,1516
_AKdBFzkl7GY-daxUCCbVA,1617
_anMkOs2LhCPvH8T1Q9Cdw,1213
_anMkOs2LhCPvH8T1Q9Cdw,1314
_anMkOs2LhCPvH8T1Q9Cdw,1415
_anMkOs2LhCPvH8T1Q9Cdw,1516
_anMkOs2LhCPvH8T1Q9Cdw,1617
_AqONUa91mBuuxS4bgSRBA,1112
_AqONUa91mBuuxS4bgSRBA,1213
_AqONUa91mBuuxS4bgSRBA,1314
_AqONUa91mBuuxS4bgSRBA,1415
_AqONUa91mBuuxS4bgSRBA,1516
_BVsHMWSF83bxakE9eTmhw,1314
_BVsHMWSF83bxakE9eTmhw,1415
_BVsHMWSF83bxakE9eTmhw,1516
_BVsHMWSF83bxakE9eTmhw,1617
_C-KsbyON91RH6cWKUfT5g,1415
_C-KsbyON91RH6cWKUfT5g,1516
_C-KsbyON91RH6cWKUfT5g,1617
_CEo5qKtrYIOH6BTxnQWHQ,1011
_CEo5qKtrYIOH6BTxnQWHQ,1112
_CEo5qKtrYIOH6BTxnQWHQ,1213
_CEo5qKtrYIOH6BTxnQWHQ,1314
_CEo5qKtrYIOH6BTxnQWHQ,1415
_CEo5qKtrYIOH6BTxnQWHQ,1516
_CEo5qKtrYIOH6BTxnQWHQ,1617
_CgX6wc7a-qC3pBRwrU7Kg,1516
_CZUfZp5A2TqP5UeohDFVg,1314
_CZUfZp5A2TqP5UeohDFVg,1415
_CZUfZp5A2TqP5UeohDFVg,1516
_d69ooWJ_7AXYQRvVNSjmQ,1112
_d69ooWJ_7AXYQRvVNSjmQ,1213
_d69ooWJ_7AXYQRvVNSjmQ,1314
_d69ooWJ_7AXYQRvVNSjmQ,1415
_d69ooWJ_7AXYQRvVNSjmQ,1516
_d7ySCr1d4k-NmDsdNTqgQ,1516
_dqtEOTelXt9tfmP_9Ar6w,1415
_dqtEOTelXt9tfmP_9Ar6w,1516
_dZssTMYnmY_Ygx5yOLT9g,1011
_dZssTMYnmY_Ygx5yOLT9g,1112
_dZssTMYnmY_Ygx5yOLT9g,1213
_dZssTMYnmY_Ygx5yOLT9g,1314
_dZssTMYnmY_Ygx5yOLT9g,1415
_EGWxiD27k3ahcFpmbSjQg,1213
_Eo4eOsPdrkgW73nO3OAFQ,1112
_Eo4eOsPdrkgW73nO3OAFQ,1213
_ERustvWfvEDO_zpzmm-wg,1415
_ERustvWfvEDO_zpzmm-wg,1516
_EVOLAjWYEfSOO_smbBxaA,1415
_EVOLAjWYEfSOO_smbBxaA,1516
_f_8h3qwMqZkGtK1qVgN1g,1213
_f_8h3qwMqZkGtK1qVgN1g,1314
_f_8h3qwMqZkGtK1qVgN1g,1415
_f_8h3qwMqZkGtK1qVgN1g,1516
_F1GhbDwQhIwy2dB9DQ2FQ,1415
_F1GhbDwQhIwy2dB9DQ2FQ,1516
_FH3osvpPRnMv-K2u6ZM3w,0910
_FH3osvpPRnMv-K2u6ZM3w,1011
_FH3osvpPRnMv-K2u6ZM3w,1112
_FH3osvpPRnMv-K2u6ZM3w,1213
_FH3osvpPRnMv-K2u6ZM3w,1314
_FH3osvpPRnMv-K2u6ZM3w,1415
_FH3osvpPRnMv-K2u6ZM3w,1516
_FH4RPFaI5VskHgmRjC7SA,1415
_FH4RPFaI5VskHgmRjC7SA,1516
_FKBxtZpTvJNd95b32y-zw,1516
_fs3pEvE3YTD7ZC-uGezRA,1415
_fs3pEvE3YTD7ZC-uGezRA,1516
_GarnSDjP17PMu_z2-GGCA,1516
_gMGYbHVavRj5Uv8QgyWUw,1112
_HK-LDAH0HW3q6cqPmqZrQ,1516
_HK-LDAH0HW3q6cqPmqZrQ,1617
_Hx2V7zV61YXfJwyLTWL9Q,1112
_Hx2V7zV61YXfJwyLTWL9Q,1213
_Hx2V7zV61YXfJwyLTWL9Q,1314
_Hx2V7zV61YXfJwyLTWL9Q,1415
_Hx2V7zV61YXfJwyLTWL9Q,1516
_Hx2V7zV61YXfJwyLTWL9Q,1617
_I-z8EJ8rpXMmjTuCr5oqQ,1415
_IAxXD30S4ODGh92m8tLJw,0809
_IAxXD30S4ODGh92m8tLJw,0910
_IAxXD30S4ODGh92m8tLJw,1011
_IAxXD30S4ODGh92m8tLJw,1112
_IAxXD30S4ODGh92m8tLJw,1213
_IAxXD30S4ODGh92m8tLJw,1314
_IClMx5VsJ9_BNpNWGpfIg,1112
_IClMx5VsJ9_BNpNWGpfIg,1213
_IClMx5VsJ9_BNpNWGpfIg,1314
_Igbl0NYiXvyzab-o5TBsQ,1011
_Igbl0NYiXvyzab-o5TBsQ,1314
_Igbl0NYiXvyzab-o5TBsQ,1415
_Igbl0NYiXvyzab-o5TBsQ,1516
_in6pQUIS1Ec57MXTPn7KQ,1011
_in6pQUIS1Ec57MXTPn7KQ,1112
_in6pQUIS1Ec57MXTPn7KQ,1213
_in6pQUIS1Ec57MXTPn7KQ,1314
_in6pQUIS1Ec57MXTPn7KQ,1415
_in6pQUIS1Ec57MXTPn7KQ,1516
_iUlt5rm-15QoLw0MEEg5A,1011
_iUlt5rm-15QoLw0MEEg5A,1112
_iUlt5rm-15QoLw0MEEg5A,1213
_iUlt5rm-15QoLw0MEEg5A,1314
_iUlt5rm-15QoLw0MEEg5A,1415
_iUlt5rm-15QoLw0MEEg5A,1516
_iUlt5rm-15QoLw0MEEg5A,1617
_iuNOWWFHtCuQFpBYTjXkg,1112
_iuNOWWFHtCuQFpBYTjXkg,1213
_iuNOWWFHtCuQFpBYTjXkg,1314
_iuNOWWFHtCuQFpBYTjXkg,1415
_iuNOWWFHtCuQFpBYTjXkg,1516
_iuNOWWFHtCuQFpBYTjXkg,1617
_jdEeATPzBYYBM0Y9W31Bg,1112
_jdEeATPzBYYBM0Y9W31Bg,1213
_jdEeATPzBYYBM0Y9W31Bg,1314
_jdEeATPzBYYBM0Y9W31Bg,1415
_jdEeATPzBYYBM0Y9W31Bg,1516
_JV_2YiaCoJCwuuWaFpZCw,1314
_JV_2YiaCoJCwuuWaFpZCw,1415
_JV_2YiaCoJCwuuWaFpZCw,1516
_KgLof61QcylkZkSFle23g,1213
_KgLof61QcylkZkSFle23g,1516
_kMFPVITxFDI6YyFL6OQUQ,1011
_kMFPVITxFDI6YyFL6OQUQ,1314
_kMFPVITxFDI6YyFL6OQUQ,1415
_Kp1IPTi17wBywYOd30raA,1112
_KuufwYUWh0dha08LoCVnA,1516
_laY6Ba-VWXCR6xg7LVtuQ,1617
_lLI8zKjvRsCan533duEGw,1415
_lLI8zKjvRsCan533duEGw,1516
_m0RpgtUHumT6gN0wWV4vQ,1112
_m0RpgtUHumT6gN0wWV4vQ,1213
_NNsF6Od2qpATVOA_nmR0g,1112
_NNsF6Od2qpATVOA_nmR0g,1213
_Oe8NDjmeYkkHFs7f8CekA,1213
_Oe8NDjmeYkkHFs7f8CekA,1314
_Oe8NDjmeYkkHFs7f8CekA,1415
_Oe8NDjmeYkkHFs7f8CekA,1516
_P_Hznxd1vF-agFXTS8KGw,1314
_P_Hznxd1vF-agFXTS8KGw,1415
_P_Hznxd1vF-agFXTS8KGw,1516
_p24J5YlWEW8EqEK_Zv7LQ,1415
_PDPTThF-af-kELmnUgVZg,1516
_pg-UUdktT4VAC9-1L5XiA,1415
_PKa6Dj06Q2AHKGkpJ7GnA,1516
_PKa6Dj06Q2AHKGkpJ7GnA,1617
_pYB__vxWANaGWQ8WwQMHQ,1314
_pYB__vxWANaGWQ8WwQMHQ,1415
_QkGfsQaQbuyUf-hy_2muw,1516
_QkGfsQaQbuyUf-hy_2muw,1617
_QRw_htRxGPGZbwu-Pg1Cg,1314
_QRw_htRxGPGZbwu-Pg1Cg,1415
_Qund-w4OI9StNm8P-rk1w,1415
_Qund-w4OI9StNm8P-rk1w,1516
_R1jBQQieKpNGMBqmrLRyA,1112
_R1jBQQieKpNGMBqmrLRyA,1213
